ensembl_gene_id	entrezgene_id	athaliana_eg_homolog_ensembl_gene	athaliana_eg_homolog_orthology_type	athaliana_eg_homolog_perc_id
AUR62003260	110723503	AT5G58250	ortholog_one2many	49.7778
AUR62029310	110723686	AT5G54270	ortholog_one2one	88.2576
AUR62003282	110723719	AT5G65380	ortholog_many2many	63.9216
AUR62029863	110724256	AT4G26160	ortholog_one2one	46.7593
AUR62038798	110724362	AT1G27740	ortholog_many2many	26.0116
AUR62038801	110724364	AT1G27740	ortholog_many2many	30.0654
AUR62038802	110724419	AT5G43080	ortholog_many2many	52.4804
AUR62003345	110724531	AT4G35970	ortholog_one2many	62.5954
AUR62014401	110724534	AT4G13770	ortholog_one2many	43.1412
AUR62014393	110724687	AT4G13770	ortholog_one2many	41.7085
AUR62014420	110724712	AT1G75640	ortholog_one2many	60.2473
AUR62014421	110724713	AT1G75640	ortholog_one2many	59.1637
AUR62014449	110724734	AT1G75500	ortholog_one2many	79.1005
AUR62014481	110724770	AT1G35180	ortholog_many2many	58.1498
AUR62014497	110724792	AT1G75350	ortholog_one2many	65.4135
AUR62003377	110724857	AT2G17620	ortholog_many2many	58.5956
AUR62014556	110724862	AT5G15900	ortholog_many2many	47.4388
AUR62039875	110724954	AT2G37210	ortholog_many2many	85.9903
AUR62023463	110725145	AT3G61750	ortholog_one2many	43.9904
AUR62023482	110725166	AT4G01050	ortholog_one2many	55.7895
AUR62023509	110725199	AT4G01150	ortholog_one2many	61.5385
AUR62023525	110725215	AT2G46890	ortholog_one2many	65.2439
AUR62023528	110725219	AT1G72190	ortholog_one2many	63.7143
AUR62023540	110725229	AT1G22530	ortholog_many2many	47.2175
AUR62023560	110725251	AT1G72180	ortholog_one2many	53.9474
AUR62013306	110725590	AT2G10940	ortholog_one2one	71.2598
AUR62013357	110725642	AT3G47650	ortholog_one2one	56.2044
AUR62013368	110725652	AT2G26690	ortholog_one2one	74.1438
AUR62013422	110725726	AT1G77330	ortholog_one2many	69.7819
AUR62013520	110725821	AT2G01590	ortholog_one2one	37.9747
AUR62013570	110725863	AT5G10390	ortholog_one2one	100
AUR62036922	110726088	AT1G31190	ortholog_one2one	67.8851
AUR62021673	110726448	AT3G47520	ortholog_one2many	67.4757
AUR62021741	110726507	AT1G74730	ortholog_one2many	64.2105
AUR62021757	110726524	AT1G74780	ortholog_many2many	59.4796
AUR62025582	110726667	AT3G21200	ortholog_one2one	61.3707
AUR62025638	110726728	AT1G51640	ortholog_one2many	37.1385
AUR62025637	110726729	AT4G15940	ortholog_many2many	66.6667
AUR62025684	110726772	AT3G09270	ortholog_one2many	51.25
AUR62025717	110726803	AT5G63310	ortholog_one2many	68.2609
AUR62025747	110726829	AT3G48420	ortholog_one2many	68.652
AUR62031615	110727041	AT3G28760	ortholog_one2one	56.9007
AUR62031707	110727125	AT5G24960	ortholog_many2many	44.2748
AUR62028725	110727573	AT4G24700	ortholog_one2many	37.5839
AUR62008584	110727746	AT3G62930	ortholog_many2many	59.8039
AUR62008585	110727747	AT3G62930	ortholog_many2many	60.7843
AUR62008587	110727749	AT1G03020	ortholog_many2many	67.2897
AUR62008599	110727843	AT2G47730	ortholog_many2many	58.4112
AUR62008647	110727884	AT2G47710	ortholog_one2many	70.3704
AUR62006025	110728061	AT1G08560	ortholog_one2many	67.5325
AUR62008855	110728069	AT4G28780	ortholog_one2many	62.9333
AUR62008879	110728089	AT5G48880	ortholog_one2many	72.6667
AUR62008945	110728156	AT5G15900	ortholog_many2many	47.0982
AUR62008991	110728202	AT1G67090	ortholog_many2many	72.9885
AUR62008994	110728204	AT1G67090	ortholog_many2many	70.7182
AUR62008993	110728206	AT1G67090	ortholog_many2many	71.8232
AUR62030143	110728512	AT2G34620	ortholog_one2many	60.3279
AUR62006092	110728646	AT5G24270	ortholog_one2one	72.8972
AUR62006107	110728768	AT5G13770	ortholog_one2one	44.2997
AUR62011936	110728940	AT2G30570	ortholog_one2one	63.5037
AUR62011959	110728962	AT2G38810	ortholog_one2many	86.5672
AUR62033413	110729092	AT4G13360	ortholog_many2many	42.3077
AUR62033515	110729333	AT2G36310	ortholog_one2one	74.8555
AUR62033519	110729337	AT2G28680	ortholog_many2many	78.0899
AUR62021112	110729478	AT5G52780	ortholog_one2many	37.7049
AUR62006188	110729500	AT3G52720	ortholog_one2one	41.9847
AUR62021058	110729523	AT3G59140	ortholog_one2many	64.8922
AUR62021089	110729559	AT3G16520	ortholog_one2many	47.8814
AUR62021145	110729620	AT5G23940	ortholog_one2many	57.8834
AUR62021235	110729710	AT5G52100	ortholog_one2one	76.0943
AUR62021255	110729730	AT5G51950	ortholog_many2many	58.1152
AUR62021263	110729735	AT5G51890	ortholog_one2many	67.1875
AUR62021264	110729737	AT5G51890	ortholog_one2many	71.8593
AUR62021293	110729764	AT5G51720	ortholog_one2one	70.7071
AUR62031949	110729893	AT5G24780	ortholog_many2many	36.2264
AUR62018610	110730081	AT1G32060	ortholog_one2many	78.0788
AUR62018657	110730129	AT2G35470	ortholog_one2one	42.6667
AUR62018658	110730131	AT3G08920	ortholog_one2many	58.216
AUR62018671	110730141	AT5G20400	ortholog_many2many	47.0423
AUR62018703	110730171	AT2G35410	ortholog_one2many	48.7805
AUR62007260	110730206	AT1G32450	ortholog_one2many	70.1169
AUR62018753	110730222	AT1G32520	ortholog_one2many	69.1304
AUR62018758	110730223	AT4G17970	ortholog_many2many	59.0991
AUR62006270	110730230	AT3G11630	ortholog_many2many	75.4579
AUR62018815	110730276	AT2G40100	ortholog_one2many	72.4739
AUR62018881	110730332	AT5G47240	ortholog_one2many	59.1837
AUR62029120	110730834	AT4G12730	ortholog_one2one	55.1637
AUR62029131	110730849	AT1G60710	ortholog_many2many	76.0933
AUR62029150	110730869	AT3G44890	ortholog_one2one	68.3673
AUR62006356	110730916	AT5G01810	ortholog_one2many	57.5492
AUR62029228	110730940	AT2G28000	ortholog_one2many	83.1058
AUR62036998	110730978	AT2G36145	ortholog_one2many	47.4747
AUR62037024	110730998	AT5G03940	ortholog_one2many	77.8369
AUR62006381	110731103	AT2G38530	ortholog_many2many	46.6102
AUR62006382	110731115	AT2G38540	ortholog_many2many	44.0678
AUR62021845	110731243	AT4G16500	ortholog_many2many	37.6068
AUR62006416	110731456	AT3G08740	ortholog_one2many	62.5
AUR62022687	110731462	AT1G01050	ortholog_many2many	78.6667
AUR62022551	110731521	AT4G20960	ortholog_one2many	48.4163
AUR62022559	110731530	AT4G23340	ortholog_one2many	55.7994
AUR62022584	110731553	AT3G61440	ortholog_one2many	72.3577
AUR62022608	110731577	AT4G01310	ortholog_one2many	64.7287
AUR62006432	110731641	AT5G01920	ortholog_one2one	70.5645
AUR62022720	110731707	AT3G61870	ortholog_one2many	63.3094
AUR62022723	110731710	AT1G01200	ortholog_one2many	69.3617
AUR62022755	110731742	AT2G45770	ortholog_one2many	77.6243
AUR62039310	110732040	AT2G26560	ortholog_one2many	63.5714
AUR62041844	110732182	AT3G08940	ortholog_one2many	82.1678
AUR62009606	110732263	AT2G28740	ortholog_one2many	100
AUR62007017	110732264	AT4G10850	ortholog_many2many	40.7666
AUR62007052	110732302	AT4G24130	ortholog_one2many	65
AUR62007063	110732312	AT1G64680	ortholog_one2many	70.7865
AUR62018842	110732416	AT4G17600	ortholog_many2many	55.8824
AUR62007188	110732433	AT2G40100	ortholog_one2many	71.777
AUR62007260	110732514	AT1G32450	ortholog_one2many	70.1169
AUR62007267	110732521	AT1G32540	ortholog_one2one	80.2721
AUR62007269	110732523	AT1G32550	ortholog_one2many	66.6667
AUR62007302	110732555	AT2G35410	ortholog_one2many	39.2857
AUR62007313	110732566	AT4G25960	ortholog_many2many	77.5561
AUR62007341	110732595	AT3G08920	ortholog_one2many	57.4661
AUR62007360	110732621	AT1G32160	ortholog_one2many	36.5333
AUR62007378	110732642	AT1G32060	ortholog_one2many	77.6413
AUR62007438	110732706	AT1G31410	ortholog_one2one	43.8849
AUR62007454	110732723	AT5G62320	ortholog_one2many	36.1842
AUR62007459	110732728	AT1G62780	ortholog_one2many	64.8305
AUR62024636	110732901	AT4G01995	ortholog_one2one	52.5362
AUR62040718	110733312	AT5G60020	ortholog_one2many	75.5633
AUR62030688	110733807	AT3G11700	ortholog_many2many	66.7406
AUR62030819	110733933	AT4G14690	ortholog_many2many	53.0612
AUR62037554	110734010	AT1G78780	ortholog_one2many	65.2893
AUR62037582	110734036	AT1G78680	ortholog_many2many	61.9938
AUR62011694	110734180	AT2G47010	ortholog_one2many	62.2093
AUR62011799	110734293	AT2G16760	ortholog_many2many	62.0795
AUR62011936	110734409	AT2G30570	ortholog_one2one	63.5037
AUR62011938	110734411	AT2G30550	ortholog_one2many	56.3353
AUR62011985	110734457	AT3G51895	ortholog_many2many	74.5098
AUR62012003	110734478	AT2G41970	ortholog_one2many	78.8462
AUR62012026	110734507	AT3G21420	ortholog_one2many	63.8889
AUR62012069	110734550	AT2G42220	ortholog_one2one	64.6809
AUR62018089	110735017	AT4G15920	ortholog_many2many	56.7347
AUR62018111	110735041	AT5G39530	ortholog_one2many	51.3834
AUR62018118	110735046	AT5G02120	ortholog_one2one	51.2
AUR62018154	110735075	AT1G67090	ortholog_many2many	71.2707
AUR62018202	110735124	AT5G39790	ortholog_one2many	51.1628
AUR62009606	110735128	AT2G28740	ortholog_one2many	100
AUR62018252	110735177	AT3G54890	ortholog_one2many	86.4198
AUR62013918	110735197	AT1G20160	ortholog_many2many	54.6753
AUR62018283	110735206	AT1G20190	ortholog_one2many	68.8716
AUR62018323	110735235	AT3G28490	ortholog_many2many	63.4921
AUR62041032	110735310	AT5G18660	ortholog_one2many	70
AUR62043188	110735355	AT3G29240	ortholog_one2many	57.1906
AUR62009606	110735366	AT2G28740	ortholog_one2many	100
AUR62000505	110736028	AT4G30770	ortholog_one2many	25.3589
AUR62000015	110736102	AT3G13620	ortholog_one2one	68.7898
AUR62000037	110736127	AT2G34860	ortholog_one2one	56.4103
AUR62000077	110736163	AT3G45140	ortholog_one2many	55.9693
AUR62013570	110736179	AT5G10390	ortholog_one2one	100
AUR62000090	110736182	AT5G12960	ortholog_many2many	57.0938
AUR62000091	110736184	AT3G50820	ortholog_one2many	77.9456
AUR62000097	110736192	AT3G20860	ortholog_one2one	41.2668
AUR62000268	110736382	AT3G02640	ortholog_one2many	58.3333
AUR62000276	110736388	AT5G36790	ortholog_many2many	74.7967
AUR62000296	110736407	AT5G16400	ortholog_many2many	50
AUR62000314	110736427	AT4G12800	ortholog_one2many	81.0185
AUR62000396	110736499	AT1G56430	ortholog_many2many	59.633
AUR62006773	110736530	AT4G15510	ortholog_one2many	58.2418
AUR62000430	110736532	AT1G09340	ortholog_one2many	77.2487
AUR62000530	110736634	AT5G09220	ortholog_many2many	79.3814
AUR62000603	110736697	AT4G15093	ortholog_one2many	64.4444
AUR62000630	110736722	AT3G04340	ortholog_one2many	54.2141
AUR62000726	110736815	AT3G05625	ortholog_one2one	62.8253
AUR62000829	110736922	AT5G27550	ortholog_one2one	60.705
AUR62000945	110737022	AT2G01890	ortholog_one2many	59.5092
AUR62000950	110737029	AT3G53950	ortholog_one2one	67.2862
AUR62001066	110737140	AT2G14045	ortholog_one2one	55.4622
AUR62019440	110737666	AT4G28365	ortholog_one2one	17.6887
AUR62012979	110737723	AT4G25000	ortholog_one2many	61.6822
AUR62019537	110737757	AT1G73140	ortholog_one2one	60.9524
AUR62013053	110737804	AT2G21045	ortholog_one2one	67.6692
AUR62012898	110738086	AT5G64330	ortholog_one2many	74.7445
AUR62038317	110738133	AT5G22580	ortholog_one2many	54.3103
AUR62027125	110738290	AT4G35270	ortholog_many2many	45.4642
AUR62012942	110738533	AT4G35250	ortholog_one2many	81.4249
AUR62023726	110738534	AT2G43880	ortholog_one2many	46.4935
AUR62023727	110738535	AT2G43880	ortholog_one2many	45.8015
AUR62012953	110738613	AT5G22800	ortholog_one2one	73.1915
AUR62023677	110738628	AT1G48350	ortholog_one2one	65.4545
AUR62023756	110738692	AT1G05690	ortholog_one2many	29.6629
AUR62023773	110738709	AT1G21500	ortholog_one2many	32
AUR62035562	110738843	AT5G53490	ortholog_one2many	67.094
AUR62035601	110738881	AT1G08560	ortholog_one2many	67.2078
AUR62012999	110738939	AT2G17710	ortholog_one2one	33.9506
AUR62037752	110738975	AT3G54890	ortholog_one2many	87.2428
AUR62013028	110739182	AT1G68010	ortholog_one2many	90.6736
AUR62033179	110739282	AT2G47730	ortholog_many2many	57.9439
AUR62013050	110739383	AT2G16700	ortholog_one2many	80.4196
AUR62013057	110739431	AT1G31330	ortholog_one2one	68.6695
AUR62013069	110739588	AT2G21100	ortholog_one2one	57.8125
AUR62013119	110740036	AT5G17330	ortholog_one2one	82.1643
AUR62012898	110740092	AT5G64330	ortholog_one2many	74.7445
AUR62040207	110740228	AT2G25900	ortholog_one2many	50.1475
AUR62037119	110740278	AT2G20890	ortholog_one2many	70.1031
