ensembl_gene_id	entrezgene_id	athaliana_eg_homolog_ensembl_gene	athaliana_eg_homolog_orthology_type
AUR62008946	110728157	AT5G15900	ortholog_many2many
AUR62008946	110728157	AT3G02440	ortholog_many2many
AUR62008946	110728157	AT5G15890	ortholog_many2many
AUR62016828	110705180	AT2G21320	ortholog_one2many
AUR62016828	110705180	AT4G38960	ortholog_one2many
AUR62021163	110729639	AT4G25600	ortholog_one2one
AUR62022918	110699312	AT4G21192	ortholog_one2one
AUR62004181	110714092	AT5G15610	ortholog_many2many
AUR62004181	110714092	AT3G02200	ortholog_many2many
AUR62020850	110714733	AT5G62270	ortholog_one2many
AUR62038783	110724407	AT5G65860	ortholog_one2many
AUR62013470	110725776	AT1G77060	ortholog_many2many
AUR62013470	110725776	AT1G21440	ortholog_many2many
AUR62035713	110688787	AT2G21820	ortholog_one2one
AUR62009909	110684401	AT3G14067	ortholog_one2many
AUR62043764	110720240	AT4G02050	ortholog_one2many
AUR62005822	110712888	AT1G26760	ortholog_one2many
AUR62022605	110731574	AT4G01320	ortholog_one2many
AUR62019958	110722808	AT5G47450	ortholog_many2many
AUR62019958	110722808	AT4G17340	ortholog_many2many
AUR62025396	110689663	AT4G28740	ortholog_one2many
AUR62024575	110734225	AT3G62260	ortholog_one2many
AUR62024575	110732966	AT3G62260	ortholog_one2many
AUR62005368	110708518	AT1G60190	ortholog_many2many
AUR62005368	110708518	AT1G10560	ortholog_many2many
AUR62005966	110727422	AT3G49530	ortholog_one2many
AUR62005966	110727422	AT5G24590	ortholog_one2many
AUR62020801	110710358	AT3G45690	ortholog_many2many
AUR62020801	110710358	AT3G45680	ortholog_many2many
AUR62020801	110710358	AT3G45700	ortholog_many2many
AUR62020801	110710358	AT3G45650	ortholog_many2many
AUR62020801	110710358	AT3G45660	ortholog_many2many
AUR62020801	110710358	AT3G45710	ortholog_many2many
AUR62020801	110710358	AT3G45720	ortholog_many2many
AUR62025238	110715801	AT3G11950	ortholog_one2many
AUR62000960	110737040	AT5G27990	ortholog_one2one
AUR62014571	110724885	AT3G48140	ortholog_one2many
AUR62007388	110732653	AT4G19120	ortholog_one2many
AUR62002025	110717834	AT5G65120	ortholog_many2many
AUR62002025	110717834	AT5G10110	ortholog_many2many
AUR62018590	110711688	AT2G32760	ortholog_one2many
AUR62022630	110731600	AT2G46220	ortholog_one2many
AUR62034091	110692177	AT2G14740	ortholog_many2many
AUR62034091	110692177	AT2G14720	ortholog_many2many
AUR62003974	110717069	AT2G23090	ortholog_one2many
AUR62003974	110682402	AT2G23090	ortholog_one2many
AUR62007442	110732710	AT4G19460	ortholog_one2many
AUR62008345	110700523	AT1G18890	ortholog_many2many
AUR62008345	110700523	AT1G74740	ortholog_many2many
AUR62030362	110710563	AT5G14800	ortholog_one2many
AUR62031250	110716567	AT5G05670	ortholog_many2many
AUR62031250	110716567	AT2G18770	ortholog_many2many
AUR62012878	110737928	AT5G18200	ortholog_one2many
AUR62034920	110704179	AT4G09720	ortholog_one2many
AUR62034920	110704179	AT1G22740	ortholog_one2many
AUR62018213	110735136	AT1G66330	ortholog_one2many
AUR62001845	110688488	AT2G28670	ortholog_many2many
AUR62001845	110688488	AT1G07730	ortholog_many2many
AUR62011595	110698717	AT1G52780	ortholog_one2many
AUR62021148	110729622	AT5G52440	ortholog_one2many
AUR62017699	110702080	AT5G23140	ortholog_one2one
AUR62009018	110728230	AT5G38220	ortholog_many2many
AUR62009018	110728230	AT1G66900	ortholog_many2many
AUR62027569	110690199	AT4G18150	ortholog_many2many
AUR62027569	110690199	AT1G29370	ortholog_many2many
AUR62027569	110690199	AT1G29350	ortholog_many2many
AUR62027569	110690199	AT5G46380	ortholog_many2many
AUR62034525	110723280	AT1G44970	ortholog_one2many
AUR62035758	110688737	AT1G58340	ortholog_one2many
AUR62027705	110691478	AT4G18740	ortholog_one2many
AUR62018710	110730182	AT2G35210	ortholog_one2many
AUR62013010	110739072	AT1G34360	ortholog_one2one
AUR62013010	110718507	AT1G34360	ortholog_one2one
AUR62018219	110735142	AT5G37680	ortholog_one2many
AUR62029226	110730938	AT1G08060	ortholog_one2many
AUR62000659	110736758	AT2G39060	ortholog_one2one
AUR62023560	110725251	AT1G72180	ortholog_one2many
AUR62020130	110683457	AT5G58730	ortholog_one2many
AUR62012984	110738778	AT4G35150	ortholog_one2many
AUR62012984	110738778	AT4G35160	ortholog_one2many
AUR62016330	110703229	AT1G80040	ortholog_one2many
AUR62021968	110731349	AT5G44316	ortholog_one2many
AUR62021968	110731349	AT4G04770	ortholog_one2many
AUR62021968	110687356	AT5G44316	ortholog_one2many
AUR62021968	110687356	AT4G04770	ortholog_one2many
AUR62007537	110685759	AT2G22860	ortholog_many2many
AUR62007537	110685759	AT4G37720	ortholog_many2many
AUR62011406	110698930	AT2G15910	ortholog_one2many
AUR62027028	110739997	AT1G50020	ortholog_one2one
AUR62031797	110731842	AT1G17745	ortholog_one2many
AUR62002008	110717831	AT4G39880	ortholog_one2many
AUR62012876	110737921	AT5G64380	ortholog_one2many
AUR62002204	110717352	AT5G51410	ortholog_one2many
AUR62016515	110703405	AT3G16200	ortholog_one2many
AUR62027958	110683745	AT5G58110	ortholog_one2many
AUR62002074	110717615	AT5G16840	ortholog_one2one
AUR62016430	110703324	AT1G80420	ortholog_one2many
AUR62006285	110730402	AT4G14160	ortholog_many2many
AUR62006285	110730402	AT1G05520	ortholog_many2many
AUR62006285	110730402	AT3G23660	ortholog_many2many
AUR62002403	110717759	AT3G59660	ortholog_one2many
AUR62038537	110739139	AT4G10110	ortholog_one2many
AUR62020751	110710408	AT3G52160	ortholog_one2many
AUR62015262	110734995	AT3G16785	ortholog_one2many
AUR62015262	110689149	AT3G16785	ortholog_one2many
AUR62031765	110731807	AT3G44820	ortholog_one2many
AUR62034607	110697810	AT4G03115	ortholog_one2many
AUR62016934	110706837	AT2G20860	ortholog_one2many
AUR62001589	110688204	AT5G20940	ortholog_many2many
AUR62001589	110688204	AT5G20950	ortholog_many2many
AUR62043572	110699296	AT2G40180	ortholog_one2many
AUR62043572	110683221	AT2G40180	ortholog_one2many
AUR62039723	110683183	AT1G54400	ortholog_one2many
AUR62012899	110738099	AT4G33590	ortholog_many2many
AUR62012899	110738099	AT4G33600	ortholog_many2many
AUR62014190	110694426	AT1G23150	ortholog_many2many
AUR62014190	110694426	AT2G01554	ortholog_many2many
AUR62014190	110694426	AT1G70780	ortholog_many2many
AUR62008066	110700266	AT5G11750	ortholog_many2many
AUR62008066	110700266	AT1G24240	ortholog_many2many
AUR62008066	110700266	AT4G11630	ortholog_many2many
AUR62020102	110683425	AT3G47070	ortholog_one2many
AUR62020462	110720759	AT1G03020	ortholog_many2many
AUR62020462	110720759	AT3G62930	ortholog_many2many
AUR62013619	110721406	AT2G45460	ortholog_one2many
AUR62024624	110733017	AT2G47300	ortholog_one2many
AUR62001018	110737099	AT2G39120	ortholog_one2many
AUR62006483	110701595	AT3G45630	ortholog_many2many
AUR62006483	110701595	AT2G28540	ortholog_many2many
AUR62006483	110701595	AT5G60170	ortholog_many2many
AUR62014736	110693541	AT5G17570	ortholog_many2many
AUR62014736	110693541	AT3G03500	ortholog_many2many
AUR62042527	110699102	AT1G77380	ortholog_one2many
AUR62042527	110699102	AT1G44100	ortholog_one2many
AUR62036868	110699033	AT1G16310	ortholog_many2many
AUR62036868	110699033	AT1G79520	ortholog_many2many
AUR62011396	110698536	AT4G34390	ortholog_one2many
AUR62025264	110715735	AT2G05840	ortholog_many2many
AUR62025264	110715735	AT5G35590	ortholog_many2many
AUR62002821	110718550	AT1G15040	ortholog_one2many
AUR62021932	110731318	AT4G22010	ortholog_one2one
AUR62000601	110736694	AT3G56570	ortholog_one2many
AUR62024208	110712570	AT1G24510	ortholog_one2many
AUR62030391	110710547	AT2G41430	ortholog_one2many
AUR62020394	110720747	AT1G50720	ortholog_many2many
AUR62020394	110720747	AT5G55110	ortholog_many2many
AUR62020394	110720747	AT4G26880	ortholog_many2many
AUR62035773	110688755	AT4G08170	ortholog_one2many
AUR62021708	110717418	AT1G74040	ortholog_many2many
AUR62021708	110717418	AT1G18500	ortholog_many2many
AUR62011352	110698495	AT2G15570	ortholog_one2many
AUR62021860	110731139	AT3G51970	ortholog_one2one
AUR62021860	110687539	AT3G51970	ortholog_one2one
AUR62005818	110712845	AT1G14160	ortholog_many2many
AUR62005818	110712845	AT5G15290	ortholog_many2many
AUR62008193	110700377	AT5G50290	ortholog_one2many
AUR62041517	110726170	AT3G54300	ortholog_one2many
AUR62007250	110732505	AT5G46580	ortholog_one2many
AUR62008669	110727907	AT4G02405	ortholog_one2many
AUR62009583	110684068	AT5G59370	ortholog_many2many
AUR62009583	110684068	AT3G12110	ortholog_many2many
AUR62009583	110684068	AT3G46520	ortholog_many2many
AUR62009583	110684068	AT3G53750	ortholog_many2many
AUR62009583	110684068	AT2G37620	ortholog_many2many
AUR62025621	110726711	AT1G53890	ortholog_many2many
AUR62025621	110726711	AT3G14260	ortholog_many2many
AUR62025621	110726711	AT1G53875	ortholog_many2many
AUR62025621	110726711	AT1G53870	ortholog_many2many
AUR62007483	110732747	AT1G12200	ortholog_many2many
AUR62007483	110732747	AT1G63370	ortholog_many2many
AUR62007483	110732747	AT1G65860	ortholog_many2many
AUR62007483	110732747	AT1G62560	ortholog_many2many
AUR62007483	110732747	AT1G63390	ortholog_many2many
AUR62007483	110732747	AT1G62580	ortholog_many2many
AUR62007483	110732747	AT1G62570	ortholog_many2many
AUR62007483	110732747	AT1G62540	ortholog_many2many
AUR62007483	110732747	AT1G12140	ortholog_many2many
AUR62007483	110732747	AT1G63340	ortholog_many2many
AUR62007483	110732747	AT1G12130	ortholog_many2many
AUR62007483	110732747	AT1G62620	ortholog_many2many
AUR62007483	110732747	AT1G62600	ortholog_many2many
AUR62007483	110732747	AT1G12160	ortholog_many2many
AUR62037213	110716380	AT2G38760	ortholog_one2one
AUR62013484	110725791	AT1G77120	ortholog_one2one
AUR62004319	110714019	AT1G01790	ortholog_many2many
AUR62004319	110714019	AT4G00630	ortholog_many2many
AUR62004319	110685332	AT1G01790	ortholog_many2many
AUR62004319	110685332	AT4G00630	ortholog_many2many
AUR62004319	110685323	AT1G01790	ortholog_many2many
AUR62004319	110685323	AT4G00630	ortholog_many2many
AUR62033509	110729327	AT3G52780	ortholog_one2many
AUR62038724	110698416	AT4G31270	ortholog_one2many
AUR62038724	110696275	AT4G31270	ortholog_one2many
AUR62009619	110688472	AT2G39590	ortholog_one2many
AUR62009619	110684107	AT2G39590	ortholog_one2many
AUR62009539	110684023	AT5G61900	ortholog_many2many
AUR62009539	110684023	AT5G07300	ortholog_many2many
AUR62009539	110684023	AT5G61910	ortholog_many2many
AUR62003879	110718122	AT4G37000	ortholog_one2many
AUR62003879	110682303	AT4G37000	ortholog_one2many
AUR62024157	110712398	AT5G59370	ortholog_many2many
AUR62024157	110712398	AT3G12110	ortholog_many2many
AUR62024157	110712398	AT3G46520	ortholog_many2many
AUR62024157	110712398	AT3G53750	ortholog_many2many
AUR62024157	110712398	AT2G37620	ortholog_many2many
AUR62024157	110710489	AT5G59370	ortholog_many2many
AUR62024157	110710489	AT3G12110	ortholog_many2many
AUR62024157	110710489	AT3G46520	ortholog_many2many
AUR62024157	110710489	AT3G53750	ortholog_many2many
AUR62024157	110710489	AT2G37620	ortholog_many2many
AUR62024643	110733037	AT5G23710	ortholog_one2many
AUR62036815	110694982	AT5G14250	ortholog_one2many
AUR62033898	110686432	AT1G30755	ortholog_one2many
AUR62001202	110715345	AT4G24740	ortholog_one2one
AUR62034667	110697861	AT1G03010	ortholog_many2many
AUR62034667	110697861	AT2G47860	ortholog_many2many
AUR62017731	110702113	AT5G23330	ortholog_many2many
AUR62017731	110702113	AT5G08340	ortholog_many2many
AUR62009440	110705731	AT5G15850	ortholog_one2many
AUR62009440	110705731	AT3G02380	ortholog_one2many
AUR62009440	110705731	AT5G15840	ortholog_one2many
AUR62018071	110735001	AT3G06840	ortholog_many2many
AUR62018071	110735001	AT5G49170	ortholog_many2many
AUR62001504	110688115	AT1G72820	ortholog_one2many
AUR62027451	110717045	AT5G56130	ortholog_one2many
AUR62026258	110698017	AT5G41980	ortholog_one2many
AUR62025543	110689806	AT3G55070	ortholog_one2many
AUR62013331	110725614	AT3G24150	ortholog_one2one
AUR62034333	110682773	AT1G57720	ortholog_many2many
AUR62034333	110682773	AT1G09640	ortholog_many2many
AUR62030540	110704400	AT3G07690	ortholog_one2many
AUR62033782	110694655	AT3G18230	ortholog_one2many
AUR62014090	110694205	AT1G10760	ortholog_one2many
AUR62040769	110696706	AT1G34130	ortholog_one2many
AUR62036867	110699029	AT1G20560	ortholog_one2many
AUR62003514	110681926	AT5G59710	ortholog_many2many
AUR62003514	110681926	AT1G07705	ortholog_many2many
AUR62008912	110728124	AT5G48810	ortholog_one2many
AUR62023687	110738639	AT2G44100	ortholog_many2many
AUR62023687	110738639	AT3G59920	ortholog_many2many
AUR62003996	110682424	AT4G37610	ortholog_many2many
AUR62003996	110682424	AT5G67480	ortholog_many2many
AUR62037637	110722392	AT3G18270	ortholog_one2one
AUR62004522	110714157	AT4G00910	ortholog_one2many
AUR62043225	110716542	AT1G50940	ortholog_one2many
AUR62004071	110682507	AT3G01190	ortholog_many2many
AUR62004071	110682507	AT5G15180	ortholog_many2many
AUR62025602	110726689	AT3G14350	ortholog_many2many
AUR62025602	110726689	AT1G53730	ortholog_many2many
AUR62009546	110684029	AT2G29070	ortholog_one2many
AUR62002753	110712327	AT1G30010	ortholog_one2many
AUR62011378	110698517	AT2G16070	ortholog_one2many
AUR62032787	110706286	AT1G14210	ortholog_one2many
AUR62039943	110704622	AT1G62520	ortholog_one2many
AUR62031276	110716691	AT3G28430	ortholog_one2many
AUR62033259	110692303	AT2G19240	ortholog_one2many
AUR62033259	110692303	AT4G29950	ortholog_one2many
AUR62033259	110692303	AT5G57210	ortholog_one2many
AUR62039507	110699913	AT1G78630	ortholog_one2many
AUR62023456	110725060	AT4G23930	ortholog_one2many
AUR62005791	110712568	AT1G14250	ortholog_one2many
AUR62005791	110712568	AT2G02970	ortholog_one2many
AUR62005791	110712568	AT1G14240	ortholog_one2many
AUR62005791	110712568	AT1G14230	ortholog_one2many
AUR62029327	110693214	AT5G54380	ortholog_one2one
AUR62025969	110707218	AT3G12200	ortholog_one2one
AUR62025969	110691447	AT3G12200	ortholog_one2one
AUR62005718	110711942	AT5G13400	ortholog_one2one
AUR62039828	110730417	AT3G01210	ortholog_one2one
AUR62009347	110705636	AT5G11480	ortholog_one2many
AUR62003989	110682416	AT4G37550	ortholog_many2many
AUR62003989	110682416	AT4G37560	ortholog_many2many
AUR62003337	110724424	AT2G17800	ortholog_one2many
AUR62003337	110724424	AT4G35950	ortholog_one2many
AUR62003337	110724424	AT3G51300	ortholog_one2many
AUR62003337	110694738	AT2G17800	ortholog_one2many
AUR62003337	110694738	AT4G35950	ortholog_one2many
AUR62003337	110694738	AT3G51300	ortholog_one2many
AUR62026402	110713869	AT4G35770	ortholog_one2many
AUR62033411	110729091	AT3G08990	ortholog_one2one
AUR62032807	110706336	AT3G29030	ortholog_one2many
AUR62037403	110695486	AT1G10120	ortholog_one2many
AUR62007808	110686014	AT5G22410	ortholog_one2many
AUR62020206	110683547	AT3G11750	ortholog_many2many
AUR62020206	110683547	AT3G21730	ortholog_many2many
AUR62020206	110683547	AT5G62980	ortholog_many2many
AUR62003661	110695245	AT5G65470	ortholog_one2one
AUR62003661	110682080	AT5G65470	ortholog_one2one
AUR62008230	110700411	AT5G45010	ortholog_many2many
AUR62008230	110700411	AT1G64750	ortholog_many2many
AUR62042543	110683663	AT5G03080	ortholog_one2many
AUR62020380	110720699	AT4G35210	ortholog_many2many
AUR62020380	110720699	AT4G35200	ortholog_many2many
AUR62020380	110720699	AT2G17080	ortholog_many2many
AUR62020380	110720699	AT2G17070	ortholog_many2many
AUR62036031	110700136	AT5G63640	ortholog_one2one
AUR62001882	110688519	AT2G30150	ortholog_many2many
AUR62001882	110688519	AT2G30140	ortholog_many2many
AUR62009206	110705505	AT2G25910	ortholog_one2many
AUR62018886	110730337	AT3G48960	ortholog_many2many
AUR62018886	110730337	AT5G23900	ortholog_many2many
AUR62018886	110730337	AT3G49010	ortholog_many2many
AUR62043833	110719765	AT4G35980	ortholog_one2many
AUR62043833	110694726	AT4G35980	ortholog_one2many
AUR62011941	110734415	AT1G03030	ortholog_one2one
AUR62003018	110720930	AT1G26190	ortholog_one2many
AUR62033747	110694248	AT5G52450	ortholog_many2many
AUR62033747	110694248	AT1G73700	ortholog_many2many
AUR62001690	110688307	AT5G58920	ortholog_one2many
AUR62029228	110730940	AT2G28000	ortholog_one2many
AUR62018128	110735053	AT2G32980	ortholog_one2one
AUR62018391	110711698	AT3G56630	ortholog_many2many
AUR62018391	110711698	AT1G34540	ortholog_many2many
AUR62006593	110701026	AT3G13400	ortholog_many2many
AUR62006593	110701026	AT1G55570	ortholog_many2many
AUR62006593	110701026	AT1G55560	ortholog_many2many
AUR62006593	110701026	AT3G13390	ortholog_many2many
AUR62004022	110682452	AT2G22900	ortholog_many2many
AUR62004022	110682452	AT4G37690	ortholog_many2many
AUR62004022	110682452	AT4G38310	ortholog_many2many
AUR62035321	110692476	AT3G24030	ortholog_one2many
AUR62017563	110701936	AT1G04960	ortholog_one2one
AUR62017563	110691880	AT1G04960	ortholog_one2one
AUR62027429	110716919	AT5G57100	ortholog_one2many
AUR62020366	110720685	AT4G35210	ortholog_many2many
AUR62020366	110720685	AT4G35200	ortholog_many2many
AUR62020366	110720685	AT2G17080	ortholog_many2many
AUR62020366	110720685	AT2G17070	ortholog_many2many
AUR62018194	110735116	AT5G08060	ortholog_one2many
AUR62017068	110706964	AT5G55590	ortholog_one2many
AUR62029732	110690683	AT3G08760	ortholog_one2many
AUR62035833	110728832	AT5G45640	ortholog_many2many
AUR62035833	110728832	AT5G45650	ortholog_many2many
AUR62020321	110723945	AT1G54360	ortholog_one2one
AUR62020321	110720863	AT1G54360	ortholog_one2one
AUR62011313	110698458	AT2G18328	ortholog_one2many
AUR62014637	110693465	AT4G38830	ortholog_one2many
AUR62025106	110711955	AT5G21160	ortholog_one2many
AUR62011772	110734261	AT5G46190	ortholog_many2many
AUR62011772	110734261	AT4G18375	ortholog_many2many
AUR62020104	110683428	AT5G58860	ortholog_one2many
AUR62008830	110728047	AT1G07830	ortholog_one2many
AUR62000624	110736716	AT5G23580	ortholog_one2many
AUR62000096	110736190	AT5G13070	ortholog_one2one
AUR62000096	110696001	AT5G13070	ortholog_one2one
AUR62035774	110688756	AT5G17870	ortholog_one2many
AUR62041399	110738034	AT5G49450	ortholog_one2one
AUR62041399	110697372	AT5G49450	ortholog_one2one
AUR62038438	110739871	AT3G03770	ortholog_one2one
AUR62020875	110715001	AT3G23800	ortholog_many2many
AUR62020875	110715001	AT4G14030	ortholog_many2many
AUR62020875	110715001	AT4G14040	ortholog_many2many
AUR62006612	110701045	AT5G36890	ortholog_one2many
AUR62041937	110686518	AT1G75110	ortholog_many2many
AUR62041937	110686518	AT1G75120	ortholog_many2many
AUR62041937	110686518	AT1G19360	ortholog_many2many
AUR62003150	110722459	AT5G65730	ortholog_one2many
AUR62016335	110703235	AT1G15330	ortholog_many2many
AUR62016335	110703235	AT1G80090	ortholog_many2many
AUR62029755	110690698	AT5G64060	ortholog_many2many
AUR62029755	110690698	AT5G09330	ortholog_many2many
AUR62000166	110736267	AT3G20070	ortholog_one2one
AUR62013197	110682100	AT5G64050	ortholog_one2one
AUR62021195	110729669	AT4G25570	ortholog_one2one
AUR62009240	110705304	AT2G25770	ortholog_one2many
AUR62011792	110734284	AT4G02010	ortholog_one2many
AUR62034690	110684769	AT4G14730	ortholog_one2many
AUR62032468	110688066	AT1G10240	ortholog_one2many
AUR62013371	110725654	AT2G37990	ortholog_one2one
AUR62013371	110707933	AT2G37990	ortholog_one2one
AUR62033580	110729385	AT5G03730	ortholog_one2many
AUR62025684	110726772	AT3G09270	ortholog_one2many
AUR62000974	110737053	AT1G54520	ortholog_one2one
AUR62000465	110736559	AT1G56720	ortholog_many2many
AUR62000465	110736559	AT1G09440	ortholog_many2many
AUR62037900	110709254	AT2G36580	ortholog_many2many
AUR62037900	110709254	AT3G52990	ortholog_many2many
AUR62040214	110740235	AT2G25880	ortholog_many2many
AUR62040214	110740235	AT4G32830	ortholog_many2many
AUR62039896	110724978	AT1G03270	ortholog_one2many
AUR62001109	110687741	AT3G07140	ortholog_one2many
AUR62032989	110716317	AT5G08240	ortholog_one2many
AUR62032989	110716317	AT5G23160	ortholog_one2many
AUR62021766	110726534	AT3G26618	ortholog_many2many
AUR62021766	110726534	AT1G12920	ortholog_many2many
AUR62021766	110700506	AT3G26618	ortholog_many2many
AUR62021766	110700506	AT1G12920	ortholog_many2many
AUR62026037	110707283	AT5G13630	ortholog_one2one
AUR62026037	110691500	AT5G13630	ortholog_one2one
AUR62024709	110733115	AT5G27470	ortholog_one2many
AUR62031833	110731874	AT5G48850	ortholog_one2many
AUR62036002	110706069	AT1G78900	ortholog_one2one
AUR62036002	110699516	AT1G78900	ortholog_one2one
AUR62039454	110736128	AT2G34190	ortholog_one2many
AUR62022715	110731701	AT2G46680	ortholog_many2many
AUR62022715	110731701	AT3G61890	ortholog_many2many
AUR62022715	110714031	AT2G46680	ortholog_many2many
AUR62022715	110714031	AT3G61890	ortholog_many2many
AUR62008991	110728202	AT5G38410	ortholog_many2many
AUR62008991	110728202	AT1G67090	ortholog_many2many
AUR62008991	110728202	AT5G38430	ortholog_many2many
AUR62008991	110728202	AT5G38420	ortholog_many2many
AUR62025637	110726729	AT4G15940	ortholog_many2many
AUR62025637	110726729	AT3G16700	ortholog_many2many
AUR62017447	110702646	AT5G38520	ortholog_one2one
AUR62017447	110688623	AT5G38520	ortholog_one2one
AUR62023481	110725167	AT4G01040	ortholog_one2many
AUR62016725	110705069	AT5G17550	ortholog_one2many
AUR62016725	110705069	AT3G03490	ortholog_one2many
AUR62027891	110706710	AT1G44770	ortholog_one2many
AUR62016567	110703463	AT3G11870	ortholog_many2many
AUR62016567	110703463	AT2G17520	ortholog_many2many
AUR62017505	110701888	AT2G05100	ortholog_one2many
AUR62017505	110701888	AT2G05070	ortholog_one2many
AUR62017505	110701888	AT3G27690	ortholog_one2many
AUR62017505	110691840	AT2G05100	ortholog_one2many
AUR62017505	110691840	AT2G05070	ortholog_one2many
AUR62017505	110691840	AT3G27690	ortholog_one2many
AUR62016540	110703435	AT3G07255	ortholog_one2many
AUR62003912	110682330	AT4G36910	ortholog_one2many
AUR62005709	110711853	AT2G04300	ortholog_many2many
AUR62005709	110711853	AT1G51830	ortholog_many2many
AUR62005709	110711853	AT1G51850	ortholog_many2many
AUR62005709	110711853	AT1G51805	ortholog_many2many
AUR62005709	110711853	AT1G49100	ortholog_many2many
AUR62005709	110711853	AT1G07560	ortholog_many2many
AUR62005709	110711853	AT3G21340	ortholog_many2many
AUR62005709	110711853	AT1G51810	ortholog_many2many
AUR62005709	110711853	AT1G51820	ortholog_many2many
AUR62033341	110685340	AT4G00670	ortholog_one2many
AUR62043604	110706176	AT5G04740	ortholog_one2many
AUR62042621	110696256	AT3G13420	ortholog_one2many
AUR62042621	110696256	AT1G55535	ortholog_one2many
AUR62020082	110683404	AT1G07350	ortholog_one2many
AUR62028992	110683002	AT2G06510	ortholog_one2many
AUR62026513	110713821	AT5G54060	ortholog_one2many
AUR62029453	110694687	AT4G35620	ortholog_many2many
AUR62029453	110694687	AT2G17620	ortholog_many2many
AUR62040019	110739838	AT2G32950	ortholog_one2many
AUR62029360	110693249	AT3G15430	ortholog_one2one
AUR62001198	110687826	AT4G24715	ortholog_one2many
AUR62001198	110687826	AT5G50200	ortholog_one2many
AUR62027322	110692815	AT5G45610	ortholog_one2many
AUR62034692	110684805	AT4G14740	ortholog_many2many
AUR62034692	110684805	AT3G22810	ortholog_many2many
AUR62006114	110728845	AT5G53460	ortholog_one2one
AUR62006114	110696098	AT5G53460	ortholog_one2one
AUR62039009	110686061	AT1G77180	ortholog_one2many
AUR62000545	110736647	AT1G77510	ortholog_many2many
AUR62000545	110736647	AT1G21750	ortholog_many2many
AUR62000545	110701315	AT1G77510	ortholog_many2many
AUR62000545	110701315	AT1G21750	ortholog_many2many
AUR62038705	110730702	AT5G37690	ortholog_one2many
AUR62002590	110722081	AT3G17205	ortholog_one2one
AUR62002590	110717877	AT3G17205	ortholog_one2one
AUR62027462	110716943	AT4G26200	ortholog_one2many
AUR62044340	110729782	AT1G29680	ortholog_many2many
AUR62044340	110729782	AT5G45690	ortholog_many2many
AUR62044340	110729782	AT4G18920	ortholog_many2many
AUR62044340	110701773	AT1G29680	ortholog_many2many
AUR62044340	110701773	AT5G45690	ortholog_many2many
AUR62044340	110701773	AT4G18920	ortholog_many2many
AUR62006319	110730642	AT1G79430	ortholog_one2many
AUR62026271	110698031	AT1G27080	ortholog_many2many
AUR62026271	110698031	AT1G69860	ortholog_many2many
AUR62026271	110698031	AT1G69870	ortholog_many2many
AUR62008338	110700512	AT1G18940	ortholog_many2many
AUR62008338	110700512	AT1G74780	ortholog_many2many
AUR62008338	110700512	AT2G34355	ortholog_many2many
AUR62008338	110700512	AT2G34350	ortholog_many2many
AUR62008939	110728151	AT3G30841	ortholog_many2many
AUR62008939	110728151	AT4G09520	ortholog_many2many
AUR62019579	110737797	AT2G42680	ortholog_one2many
AUR62019579	110737797	AT3G58680	ortholog_one2many
AUR62043945	110728373	AT4G33030	ortholog_one2many
AUR62043945	110696977	AT4G33030	ortholog_one2many
AUR62009383	110705673	AT3G08490	ortholog_one2one
AUR62022783	110699442	AT3G09925	ortholog_one2many
AUR62042103	110683255	AT5G44635	ortholog_one2many
AUR62032609	110718350	AT5G07020	ortholog_one2many
AUR62005995	110727697	AT5G24470	ortholog_one2one
AUR62001379	110688001	AT5G60590	ortholog_one2many
AUR62000248	110736008	AT3G13400	ortholog_many2many
AUR62000248	110736008	AT1G55570	ortholog_many2many
AUR62000248	110736008	AT1G55560	ortholog_many2many
AUR62000248	110736008	AT3G13390	ortholog_many2many
AUR62020397	110720749	AT1G50720	ortholog_many2many
AUR62020397	110720749	AT5G55110	ortholog_many2many
AUR62020397	110720749	AT4G26880	ortholog_many2many
AUR62009145	110705439	AT4G38120	ortholog_one2many
AUR62037090	110700051	AT5G14760	ortholog_one2many
AUR62003751	110682171	AT5G65205	ortholog_many2many
AUR62003751	110682171	AT5G10050	ortholog_many2many
AUR62002266	110717627	AT3G23180	ortholog_many2many
AUR62002266	110717627	AT3G23190	ortholog_many2many
AUR62002266	110717627	AT4G14420	ortholog_many2many
AUR62002266	110717627	AT3G23175	ortholog_many2many
AUR62008315	110726552	AT5G13050	ortholog_one2one
AUR62002188	110717491	AT5G51510	ortholog_one2many
AUR62002313	110717403	AT1G23130	ortholog_many2many
AUR62002313	110717403	AT5G28000	ortholog_many2many
AUR62002313	110717403	AT1G70890	ortholog_many2many
AUR62002313	110717403	AT1G70840	ortholog_many2many
AUR62002313	110717403	AT1G35310	ortholog_many2many
AUR62002313	110717403	AT1G70860	ortholog_many2many
AUR62002313	110717403	AT1G70850	ortholog_many2many
AUR62002313	110717403	AT1G70880	ortholog_many2many
AUR62002313	110717403	AT1G70830	ortholog_many2many
AUR62002313	110717403	AT1G35260	ortholog_many2many
AUR62002313	110717403	AT5G28010	ortholog_many2many
AUR62025205	110715984	AT1G79310	ortholog_many2many
AUR62025205	110715984	AT1G79320	ortholog_many2many
AUR62025205	110715984	AT1G79330	ortholog_many2many
AUR62025205	110715984	AT1G16420	ortholog_many2many
AUR62025205	110715984	AT1G79340	ortholog_many2many
AUR62009665	110684154	AT5G58430	ortholog_one2many
